id,card_class,rarity,name_es,name_en,image,gold_coins,red_coins,life_cost,displayed_text_es,displayed_text_en,target,effect1,effect2,effect3,condition1,condition2,condition3,value1,value2,value3,turn_duration1,turn_duration2,turn_duration3,chance1,chance2,chance3,ethereal,content_version_id
169,umbralist,rare,,Muted Weakness,res://assets/sprites/card-images/muted-weakness.png,3,0,0,Silencia una Invocación enemiga durante 2 turnos y reduce en 2 su Ataque.,,opponent_invo,nerf_silence,buff_attack,,,,,0,-2,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
170,umbralist,rare,,Crippling Stun,res://assets/sprites/card-images/crippling-stun.png,3,0,0,Hace 2 de daño a una Invocación enemiga y reduce en 2 su Velocidad. Además tiene 35% de probabilidad de aturdirla durante 1 turno.,,opponent_invo,deal_damage,buff_speed,nerf_stun,,,,2,-2,0,0,0,1,100,100,35,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
171,umbralist,rare,,Veil of Panic,res://assets/sprites/card-images/veil-of-panic.png,4,0,0,Reduce en 2 el Ataque de una Invocación enemiga. Además tiene 35% de probabilidad de aturdirla durante 1 turno y 35% de probabilidad de silenciarla durante 1 turno.,,opponent_invo,buff_attack,nerf_stun,nerf_silence,,,,-2,0,0,0,1,1,100,35,35,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
172,umbralist,epic,,Umbral Collapse,res://assets/sprites/card-images/umbral-collapse.png,5,0,0,"Congela y silencia una Invocación enemiga durante 2 turnos, y además le hace 4 de daño.",,opponent_invo,nerf_frozen,nerf_silence,deal_damage,,,,0,0,4,2,2,0,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
173,umbralist,epic,,Abyssal Dread,res://assets/sprites/card-images/abyssal-dread.png,5,0,0,Hace 3 de daño a una Invocación enemiga. Además tiene 45% de probabilidad de aturdirla durante 2 turnos y 45% de probabilidad de silenciarla durante 2 turnos.,,opponent_invo,deal_damage,nerf_stun,nerf_silence,,,,3,0,0,0,2,2,100,45,45,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
174,umbralist,epic,,Glacial Execution,res://assets/sprites/card-images/glacial-execution.png,5,0,0,Hace 6 de daño a una Invocación enemiga y la congela durante 2 turnos.,,opponent_invo,deal_damage,nerf_frozen,,,,,6,0,,0,2,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
175,umbralist,epic,,Silencing Ruin,res://assets/sprites/card-images/silencing-ruin.png,6,0,0,"Hace 5 de daño a una Invocación enemiga, la silencia y la aturde durante 1 turno.",,opponent_invo,deal_damage,nerf_silence,nerf_stun,,,,5,0,0,0,1,1,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
176,no_class,common,,Lesser Ward,res://assets/sprites/card-images/lesser-ward.png,1,0,0,Otorga 1 carga de Escudo Mágico a una Invocación aliada durante 1 turno.,,player_invo,buff_magic_shield,,,,,,1,,,1,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
177,no_class,common,,Fleeting Frost,res://assets/sprites/card-images/fleeting-frost.png,1,0,0,Reduce en 2 la Velocidad de una Invocación enemiga. Además tiene 30% de probabilidad de congelarla durante 1 turno.,,opponent_invo,buff_speed,nerf_frozen,,,,,-2,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
178,no_class,common,,Fleeting Stun,res://assets/sprites/card-images/fleeting-stun.png,1,0,0,Hace 1 de daño a una Invocación enemiga. Además tiene 30% de probabilidad de aturdirla durante 1 turno.,,opponent_invo,deal_damage,nerf_stun,,,,,1,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
179,no_class,common,,Fleeting Silence,res://assets/sprites/card-images/fleeting-silence.png,1,0,0,Reduce en 2 el Ataque de una Invocación enemiga. Además tiene 30% de probabilidad de silenciarla durante 1 turno.,,opponent_invo,buff_attack,nerf_silence,,,,,-2,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
180,no_class,common,,Minor Barrier,res://assets/sprites/card-images/minor-barrier.png,1,0,0,El jugador gana 1 carga permanente de Escudo Mágico.,,,player_gains_magic_shield,,,,,,1,,,,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
181,no_class,common,,Tempered Ward,res://assets/sprites/card-images/tempered-ward.png,2,0,0,Otorga +1 de Ataque y 1 carga de Escudo Mágico a una Invocación aliada durante 1 turno.,,player_invo,buff_attack,buff_magic_shield,,,,,1,1,,0,1,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
182,no_class,rare,,Swift Ward,res://assets/sprites/card-images/swift-ward.png,2,0,0,Otorga +2 de Velocidad y 1 carga de Escudo Mágico a una Invocación aliada durante 2 turnos.,,player_invo,buff_speed,buff_magic_shield,,,,,2,1,,0,2,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
183,no_class,rare,,Shivering Mute,res://assets/sprites/card-images/shivering-mute.png,3,0,0,Reduce en 2 la Velocidad de una Invocación enemiga. Además tiene 45% de probabilidad de congelarla durante 1 turno y 45% de probabilidad de silenciarla durante 1 turno.,,opponent_invo,buff_speed,nerf_frozen,nerf_silence,,,,-2,0,0,0,1,1,100,45,45,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
184,no_class,rare,,Guarded Insight,res://assets/sprites/card-images/guarded-insight.png,3,0,0,El jugador gana 2 cargas de Escudo Mágico durante 2 turnos y roba 1 carta.,,,player_gains_magic_shield,player_draw_card,,,,,2,1,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
185,no_class,rare,,Stunning Strike,res://assets/sprites/card-images/stunning-strike.png,3,0,0,Aturde una Invocación enemiga durante 1 turno y le hace 2 de daño.,,opponent_invo,nerf_stun,deal_damage,,,,,0,2,,1,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
186,no_class,epic,,Balanced Aegis,res://assets/sprites/card-images/balanced-aegis.png,4,0,0,"Otorga +2 de Ataque, +2 de Velocidad y 2 cargas de Escudo Mágico a una Invocación aliada durante 2 turnos.",,player_invo,buff_attack,buff_speed,buff_magic_shield,,,,2,2,2,0,0,2,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
187,no_class,epic,,Fractured Winter,res://assets/sprites/card-images/fractured-winter.png,5,0,0,"Congela una Invocación enemiga durante 2 turnos, tiene 80% de probabilidad de aturdirla durante 1 turno y además le hace 4 de daño.",,opponent_invo,nerf_frozen,nerf_stun,deal_damage,,,,0,0,4,2,1,0,100,80,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
188,no_class,epic,,Grand Barrier,res://assets/sprites/card-images/grand-barrier.png,4,0,0,El jugador gana 3 cargas permanentes de Escudo Mágico y roba 2 cartas.,,,player_gains_magic_shield,player_draw_card,,,,,3,2,,,,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
189,no_class,epic,,Total Suppression,res://assets/sprites/card-images/total-suppression.png,6,0,0,"Silencia y congela una Invocación enemiga durante 2 turnos, y además tiene 60% de probabilidad de aturdirla durante 1 turno.",,opponent_invo,nerf_silence,nerf_frozen,nerf_stun,,,,0,0,0,2,2,1,100,100,60,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
